date of birth,number of people,Date
"1937_06_26",55,1937-06-26
"1937_06_27",47,1937-06-27
"1937_06_28",44,1937-06-28
"1937_06_29",29,1937-06-29
"1937_06_30",52,1937-06-30
"1937_07_01",88,1937-07-01
"1937_07_02",36,1937-07-02
"1937_07_03",42,1937-07-03
"1937_07_04",38,1937-07-04
"1937_07_05",50,1937-07-05
"1937_07_06",38,1937-07-06
"1937_07_07",106,1937-07-07
"1937_07_08",66,1937-07-08
"1937_07_09",46,1937-07-09
"1937_07_10",47,1937-07-10
"1937_07_11",53,1937-07-11
"1937_07_12",40,1937-07-12
"1937_07_13",33,1937-07-13
"1937_07_14",49,1937-07-14
"1937_07_15",56,1937-07-15
"1937_07_16",44,1937-07-16
"1937_07_17",54,1937-07-17
"1937_07_18",46,1937-07-18
"1937_07_19",32,1937-07-19
"1937_07_20",39,1937-07-20
"1937_07_21",46,1937-07-21
"1937_07_22",44,1937-07-22
"1937_07_23",38,1937-07-23
"1937_07_24",35,1937-07-24
"1937_07_25",40,1937-07-25
"1937_07_26",44,1937-07-26
"1937_07_27",58,1937-07-27
"1937_07_28",38,1937-07-28
"1937_07_29",41,1937-07-29
"1937_07_30",36,1937-07-30
"1937_07_31",32,1937-07-31
"1937_08_01",59,1937-08-01
"1937_08_02",51,1937-08-02
"1937_08_03",60,1937-08-03
"1937_08_04",43,1937-08-04
"1937_08_05",30,1937-08-05
"1937_08_06",45,1937-08-06
"1937_08_07",67,1937-08-07
"1937_08_08",63,1937-08-08
"1937_08_09",43,1937-08-09
"1937_08_10",62,1937-08-10
"1937_08_11",40,1937-08-11
"1937_08_12",50,1937-08-12
"1937_08_13",39,1937-08-13
"1937_08_14",48,1937-08-14
"1937_08_15",59,1937-08-15
"1937_08_16",51,1937-08-16
"1937_08_17",42,1937-08-17
"1937_08_18",42,1937-08-18
"1937_08_19",42,1937-08-19
"1937_08_20",61,1937-08-20
"1937_08_21",45,1937-08-21
"1937_08_22",45,1937-08-22
"1937_08_23",38,1937-08-23
"1937_08_24",39,1937-08-24
"1937_08_25",45,1937-08-25
"1937_08_26",48,1937-08-26
"1937_08_27",41,1937-08-27
"1937_08_28",61,1937-08-28
"1937_08_29",50,1937-08-29
"1937_08_30",33,1937-08-30
"1937_08_31",30,1937-08-31
"1937_09_01",54,1937-09-01
"1937_09_02",37,1937-09-02
"1937_09_03",36,1937-09-03
"1937_09_04",42,1937-09-04
"1937_09_05",59,1937-09-05
"1937_09_06",42,1937-09-06
"1937_09_07",65,1937-09-07
"1937_09_08",43,1937-09-08
"1937_09_09",66,1937-09-09
"1937_09_10",56,1937-09-10
"1937_09_11",55,1937-09-11
"1937_09_12",59,1937-09-12
"1937_09_13",46,1937-09-13
"1937_09_14",42,1937-09-14
"1937_09_15",64,1937-09-15
"1937_09_16",53,1937-09-16
"1937_09_17",50,1937-09-17
"1937_09_18",69,1937-09-18
"1937_09_19",57,1937-09-19
"1937_09_20",55,1937-09-20
"1937_09_21",47,1937-09-21
"1937_09_22",49,1937-09-22
"1937_09_23",43,1937-09-23
"1937_09_24",45,1937-09-24
"1937_09_25",47,1937-09-25
"1937_09_26",47,1937-09-26
"1937_09_27",54,1937-09-27
"1937_09_28",49,1937-09-28
"1937_09_29",52,1937-09-29
"1937_09_30",43,1937-09-30
"1937_10_01",47,1937-10-01
"1937_10_02",55,1937-10-02
"1937_10_03",40,1937-10-03
"1937_10_04",54,1937-10-04
"1937_10_05",34,1937-10-05
"1937_10_06",47,1937-10-06
"1937_10_07",54,1937-10-07
"1937_10_08",42,1937-10-08
"1937_10_09",49,1937-10-09
"1937_10_10",140,1937-10-10
"1937_10_11",68,1937-10-11
"1937_10_12",46,1937-10-12
"1937_10_13",37,1937-10-13
"1937_10_14",30,1937-10-14
"1937_10_15",62,1937-10-15
"1937_10_16",40,1937-10-16
"1937_10_17",50,1937-10-17
"1937_10_18",40,1937-10-18
"1937_10_19",34,1937-10-19
"1937_10_20",55,1937-10-20
"1937_10_21",45,1937-10-21
"1937_10_22",49,1937-10-22
"1937_10_23",49,1937-10-23
"1937_10_24",42,1937-10-24
"1937_10_25",48,1937-10-25
"1937_10_26",43,1937-10-26
"1937_10_27",40,1937-10-27
"1937_10_28",43,1937-10-28
"1937_10_29",43,1937-10-29
"1937_10_30",33,1937-10-30
"1937_10_31",41,1937-10-31
"1937_11_01",52,1937-11-01
"1937_11_02",43,1937-11-02
"1937_11_03",49,1937-11-03
"1937_11_04",54,1937-11-04
"1937_11_05",47,1937-11-05
"1937_11_06",45,1937-11-06
"1937_11_07",41,1937-11-07
"1937_11_08",42,1937-11-08
"1937_11_09",39,1937-11-09
"1937_11_10",54,1937-11-10
"1937_11_11",78,1937-11-11
"1937_11_12",49,1937-11-12
"1937_11_13",45,1937-11-13
"1937_11_14",37,1937-11-14
"1937_11_15",45,1937-11-15
"1937_11_16",34,1937-11-16
"1937_11_17",44,1937-11-17
"1937_11_18",28,1937-11-18
"1937_11_19",42,1937-11-19
"1937_11_20",29,1937-11-20
"1937_11_21",29,1937-11-21
"1937_11_22",49,1937-11-22
"1937_11_23",39,1937-11-23
"1937_11_24",37,1937-11-24
"1937_11_25",44,1937-11-25
"1937_11_26",54,1937-11-26
"1937_11_27",45,1937-11-27
"1937_11_28",42,1937-11-28
"1937_11_29",34,1937-11-29
"1937_11_30",45,1937-11-30
"1937_12_01",56,1937-12-01
"1937_12_02",39,1937-12-02
"1937_12_03",48,1937-12-03
"1937_12_04",52,1937-12-04
"1937_12_05",52,1937-12-05
"1937_12_06",38,1937-12-06
"1937_12_07",41,1937-12-07
"1937_12_08",38,1937-12-08
"1937_12_09",46,1937-12-09
"1937_12_10",47,1937-12-10
"1937_12_11",36,1937-12-11
"1937_12_12",77,1937-12-12
"1937_12_13",34,1937-12-13
"1937_12_14",44,1937-12-14
"1937_12_15",52,1937-12-15
"1937_12_16",74,1937-12-16
"1937_12_17",37,1937-12-17
"1937_12_18",35,1937-12-18
"1937_12_19",46,1937-12-19
"1937_12_20",39,1937-12-20
"1937_12_21",36,1937-12-21
"1937_12_22",46,1937-12-22
"1937_12_23",36,1937-12-23
"1937_12_24",58,1937-12-24
"1937_12_25",102,1937-12-25
"1937_12_26",38,1937-12-26
"1937_12_27",54,1937-12-27
"1937_12_28",50,1937-12-28
"1937_12_29",48,1937-12-29
"1937_12_30",35,1937-12-30
"1937_12_31",45,1937-12-31
"1938_01_01",326,1938-01-01
"1938_01_02",77,1938-01-02
"1938_01_03",58,1938-01-03
"1938_01_04",64,1938-01-04
"1938_01_05",69,1938-01-05
"1938_01_06",59,1938-01-06
"1938_01_07",52,1938-01-07
"1938_01_08",47,1938-01-08
"1938_01_09",48,1938-01-09
"1938_01_10",66,1938-01-10
"1938_01_11",52,1938-01-11
"1938_01_12",57,1938-01-12
"1938_01_13",40,1938-01-13
"1938_01_14",48,1938-01-14
"1938_01_15",59,1938-01-15
"1938_01_16",48,1938-01-16
"1938_01_17",39,1938-01-17
"1938_01_18",39,1938-01-18
"1938_01_19",47,1938-01-19
"1938_01_20",47,1938-01-20
"1938_01_21",39,1938-01-21
"1938_01_22",46,1938-01-22
"1938_01_23",32,1938-01-23
"1938_01_24",34,1938-01-24
"1938_01_25",43,1938-01-25
"1938_01_26",41,1938-01-26
"1938_01_27",39,1938-01-27
"1938_01_28",48,1938-01-28
"1938_01_29",37,1938-01-29
"1938_01_30",34,1938-01-30
"1938_01_31",42,1938-01-31
"1938_02_01",60,1938-02-01
"1938_02_02",111,1938-02-02
"1938_02_03",61,1938-02-03
"1938_02_04",49,1938-02-04
"1938_02_05",51,1938-02-05
"1938_02_06",54,1938-02-06
"1938_02_07",49,1938-02-07
"1938_02_08",50,1938-02-08
"1938_02_09",47,1938-02-09
"1938_02_10",67,1938-02-10
"1938_02_11",53,1938-02-11
"1938_02_12",69,1938-02-12
"1938_02_13",57,1938-02-13
"1938_02_14",43,1938-02-14
"1938_02_15",69,1938-02-15
"1938_02_16",44,1938-02-16
"1938_02_17",42,1938-02-17
"1938_02_18",36,1938-02-18
"1938_02_19",30,1938-02-19
"1938_02_20",47,1938-02-20
"1938_02_21",35,1938-02-21
"1938_02_22",55,1938-02-22
"1938_02_23",38,1938-02-23
"1938_02_24",43,1938-02-24
"1938_02_25",46,1938-02-25
"1938_02_26",38,1938-02-26
"1938_02_27",33,1938-02-27
"1938_02_28",57,1938-02-28
"1938_03_01",57,1938-03-01
"1938_03_02",64,1938-03-02
"1938_03_03",95,1938-03-03
"1938_03_04",63,1938-03-04
"1938_03_05",63,1938-03-05
"1938_03_06",64,1938-03-06
"1938_03_07",70,1938-03-07
"1938_03_08",72,1938-03-08
"1938_03_09",53,1938-03-09
"1938_03_10",68,1938-03-10
"1938_03_11",45,1938-03-11
"1938_03_12",75,1938-03-12
"1938_03_13",43,1938-03-13
"1938_03_14",45,1938-03-14
"1938_03_15",78,1938-03-15
"1938_03_16",60,1938-03-16
"1938_03_17",62,1938-03-17
"1938_03_18",46,1938-03-18
"1938_03_19",44,1938-03-19
"1938_03_20",58,1938-03-20
"1938_03_21",54,1938-03-21
"1938_03_22",36,1938-03-22
"1938_03_23",46,1938-03-23
"1938_03_24",37,1938-03-24
"1938_03_25",54,1938-03-25
"1938_03_26",44,1938-03-26
"1938_03_27",41,1938-03-27
"1938_03_28",61,1938-03-28
"1938_03_29",34,1938-03-29
"1938_03_30",47,1938-03-30
"1938_03_31",22,1938-03-31
"1938_04_01",64,1938-04-01
"1938_04_02",59,1938-04-02
"1938_04_03",50,1938-04-03
"1938_04_04",110,1938-04-04
"1938_04_05",53,1938-04-05
"1938_04_06",61,1938-04-06
"1938_04_07",52,1938-04-07
"1938_04_08",47,1938-04-08
"1938_04_09",47,1938-04-09
"1938_04_10",61,1938-04-10
"1938_04_11",51,1938-04-11
"1938_04_12",70,1938-04-12
"1938_04_13",45,1938-04-13
"1938_04_14",54,1938-04-14
"1938_04_15",48,1938-04-15
"1938_04_16",61,1938-04-16
"1938_04_17",48,1938-04-17
"1938_04_18",30,1938-04-18
"1938_04_19",44,1938-04-19
"1938_04_20",62,1938-04-20
"1938_04_21",41,1938-04-21
"1938_04_22",45,1938-04-22
"1938_04_23",29,1938-04-23
"1938_04_24",45,1938-04-24
"1938_04_25",41,1938-04-25
"1938_04_26",38,1938-04-26
"1938_04_27",46,1938-04-27
"1938_04_28",42,1938-04-28
"1938_04_29",30,1938-04-29
"1938_04_30",27,1938-04-30
"1938_05_01",62,1938-05-01
"1938_05_02",60,1938-05-02
"1938_05_03",43,1938-05-03
"1938_05_04",42,1938-05-04
"1938_05_05",76,1938-05-05
"1938_05_06",66,1938-05-06
"1938_05_07",54,1938-05-07
"1938_05_08",49,1938-05-08
"1938_05_09",32,1938-05-09
"1938_05_10",84,1938-05-10
"1938_05_11",48,1938-05-11
"1938_05_12",55,1938-05-12
"1938_05_13",47,1938-05-13
"1938_05_14",56,1938-05-14
"1938_05_15",64,1938-05-15
"1938_05_16",60,1938-05-16
"1938_05_17",51,1938-05-17
"1938_05_18",45,1938-05-18
"1938_05_19",53,1938-05-19
"1938_05_20",47,1938-05-20
"1938_05_21",35,1938-05-21
"1938_05_22",44,1938-05-22
"1938_05_23",47,1938-05-23
"1938_05_24",62,1938-05-24
"1938_05_25",44,1938-05-25
"1938_05_26",43,1938-05-26
"1938_05_27",41,1938-05-27
"1938_05_28",36,1938-05-28
"1938_05_29",34,1938-05-29
"1938_05_30",25,1938-05-30
"1938_05_31",41,1938-05-31
"1938_06_01",84,1938-06-01
"1938_06_02",73,1938-06-02
"1938_06_03",60,1938-06-03
"1938_06_04",68,1938-06-04
"1938_06_05",67,1938-06-05
"1938_06_06",117,1938-06-06
"1938_06_07",63,1938-06-07
"1938_06_08",46,1938-06-08
"1938_06_09",61,1938-06-09
"1938_06_10",75,1938-06-10
"1938_06_11",47,1938-06-11
"1938_06_12",72,1938-06-12
"1938_06_13",49,1938-06-13
"1938_06_14",67,1938-06-14
"1938_06_15",75,1938-06-15
"1938_06_16",75,1938-06-16
"1938_06_17",74,1938-06-17
"1938_06_18",47,1938-06-18
"1938_06_19",56,1938-06-19
"1938_06_20",65,1938-06-20
"1938_06_21",47,1938-06-21
"1938_06_22",51,1938-06-22
"1938_06_23",39,1938-06-23
"1938_06_24",45,1938-06-24
"1938_06_25",46,1938-06-25
"1938_06_26",63,1938-06-26
"1938_06_27",39,1938-06-27
"1938_06_28",47,1938-06-28
"1938_06_29",46,1938-06-29
"1938_06_30",50,1938-06-30
"1938_07_01",110,1938-07-01
"1938_07_02",46,1938-07-02
"1938_07_03",44,1938-07-03
"1938_07_04",48,1938-07-04
"1938_07_05",45,1938-07-05
"1938_07_06",53,1938-07-06
"1938_07_07",76,1938-07-07
"1938_07_08",46,1938-07-08
"1938_07_09",35,1938-07-09
"1938_07_10",56,1938-07-10
"1938_07_11",43,1938-07-11
"1938_07_12",59,1938-07-12
"1938_07_13",45,1938-07-13
"1938_07_14",48,1938-07-14
"1938_07_15",69,1938-07-15
"1938_07_16",65,1938-07-16
"1938_07_17",59,1938-07-17
"1938_07_18",50,1938-07-18
"1938_07_19",36,1938-07-19
"1938_07_20",46,1938-07-20
"1938_07_21",39,1938-07-21
"1938_07_22",40,1938-07-22
"1938_07_23",34,1938-07-23
"1938_07_24",42,1938-07-24
"1938_07_25",52,1938-07-25
"1938_07_26",36,1938-07-26
"1938_07_27",54,1938-07-27
"1938_07_28",66,1938-07-28
"1938_07_29",49,1938-07-29
"1938_07_30",35,1938-07-30
"1938_07_31",42,1938-07-31
"1938_08_01",69,1938-08-01
"1938_08_02",45,1938-08-02
"1938_08_03",66,1938-08-03
"1938_08_04",64,1938-08-04
"1938_08_05",51,1938-08-05
"1938_08_06",64,1938-08-06
"1938_08_07",48,1938-08-07
"1938_08_08",103,1938-08-08
"1938_08_09",38,1938-08-09
"1938_08_10",83,1938-08-10
"1938_08_11",55,1938-08-11
"1938_08_12",71,1938-08-12
"1938_08_13",52,1938-08-13
"1938_08_14",52,1938-08-14
"1938_08_15",66,1938-08-15
"1938_08_16",66,1938-08-16
"1938_08_17",39,1938-08-17
"1938_08_18",60,1938-08-18
"1938_08_19",49,1938-08-19
"1938_08_20",67,1938-08-20
"1938_08_21",46,1938-08-21
"1938_08_22",43,1938-08-22
"1938_08_23",39,1938-08-23
"1938_08_24",41,1938-08-24
"1938_08_25",46,1938-08-25
"1938_08_26",48,1938-08-26
"1938_08_27",56,1938-08-27
"1938_08_28",75,1938-08-28
"1938_08_29",47,1938-08-29
"1938_08_30",40,1938-08-30
"1938_08_31",44,1938-08-31
"1938_09_01",47,1938-09-01
"1938_09_02",54,1938-09-02
"1938_09_03",49,1938-09-03
"1938_09_04",50,1938-09-04
"1938_09_05",50,1938-09-05
"1938_09_06",67,1938-09-06
"1938_09_07",47,1938-09-07
"1938_09_08",44,1938-09-08
"1938_09_09",79,1938-09-09
"1938_09_10",74,1938-09-10
"1938_09_11",63,1938-09-11
"1938_09_12",72,1938-09-12
"1938_09_13",35,1938-09-13
"1938_09_14",60,1938-09-14
"1938_09_15",62,1938-09-15
"1938_09_16",65,1938-09-16
"1938_09_17",56,1938-09-17
"1938_09_18",55,1938-09-18
"1938_09_19",59,1938-09-19
"1938_09_20",46,1938-09-20
"1938_09_21",47,1938-09-21
"1938_09_22",42,1938-09-22
"1938_09_23",54,1938-09-23
"1938_09_24",50,1938-09-24
"1938_09_25",76,1938-09-25
"1938_09_26",38,1938-09-26
"1938_09_27",61,1938-09-27
"1938_09_28",79,1938-09-28
"1938_09_29",45,1938-09-29
"1938_09_30",48,1938-09-30
"1938_10_01",49,1938-10-01
"1938_10_02",56,1938-10-02
"1938_10_03",56,1938-10-03
"1938_10_04",56,1938-10-04
"1938_10_05",48,1938-10-05
"1938_10_06",54,1938-10-06
"1938_10_07",65,1938-10-07
"1938_10_08",44,1938-10-08
"1938_10_09",52,1938-10-09
"1938_10_10",128,1938-10-10
"1938_10_11",63,1938-10-11
"1938_10_12",72,1938-10-12
"1938_10_13",45,1938-10-13
"1938_10_14",43,1938-10-14
"1938_10_15",72,1938-10-15
"1938_10_16",47,1938-10-16
"1938_10_17",64,1938-10-17
"1938_10_18",52,1938-10-18
"1938_10_19",48,1938-10-19
"1938_10_20",61,1938-10-20
"1938_10_21",42,1938-10-21
"1938_10_22",58,1938-10-22
"1938_10_23",31,1938-10-23
"1938_10_24",55,1938-10-24
"1938_10_25",57,1938-10-25
"1938_10_26",56,1938-10-26
"1938_10_27",54,1938-10-27
"1938_10_28",39,1938-10-28
"1938_10_29",54,1938-10-29
"1938_10_30",50,1938-10-30
"1938_10_31",30,1938-10-31
"1938_11_01",60,1938-11-01
"1938_11_02",47,1938-11-02
"1938_11_03",46,1938-11-03
"1938_11_04",52,1938-11-04
"1938_11_05",51,1938-11-05
"1938_11_06",39,1938-11-06
"1938_11_07",66,1938-11-07
"1938_11_08",51,1938-11-08
"1938_11_09",48,1938-11-09
"1938_11_10",56,1938-11-10
"1938_11_11",103,1938-11-11
"1938_11_12",72,1938-11-12
"1938_11_13",47,1938-11-13
"1938_11_14",38,1938-11-14
"1938_11_15",44,1938-11-15
"1938_11_16",52,1938-11-16
"1938_11_17",41,1938-11-17
"1938_11_18",66,1938-11-18
"1938_11_19",49,1938-11-19
"1938_11_20",56,1938-11-20
"1938_11_21",46,1938-11-21
"1938_11_22",39,1938-11-22
"1938_11_23",53,1938-11-23
"1938_11_24",34,1938-11-24
"1938_11_25",59,1938-11-25
"1938_11_26",41,1938-11-26
"1938_11_27",35,1938-11-27
"1938_11_28",59,1938-11-28
"1938_11_29",47,1938-11-29
"1938_11_30",46,1938-11-30
"1938_12_01",64,1938-12-01
"1938_12_02",48,1938-12-02
"1938_12_03",51,1938-12-03
"1938_12_04",67,1938-12-04
"1938_12_05",45,1938-12-05
"1938_12_06",50,1938-12-06
"1938_12_07",38,1938-12-07
"1938_12_08",53,1938-12-08
"1938_12_09",47,1938-12-09
"1938_12_10",61,1938-12-10
"1938_12_11",50,1938-12-11
"1938_12_12",81,1938-12-12
"1938_12_13",38,1938-12-13
"1938_12_14",35,1938-12-14
"1938_12_15",57,1938-12-15
"1938_12_16",86,1938-12-16
"1938_12_17",46,1938-12-17
"1938_12_18",57,1938-12-18
"1938_12_19",35,1938-12-19
"1938_12_20",40,1938-12-20
"1938_12_21",29,1938-12-21
"1938_12_22",47,1938-12-22
"1938_12_23",50,1938-12-23
"1938_12_24",61,1938-12-24
"1938_12_25",97,1938-12-25
"1938_12_26",48,1938-12-26
"1938_12_27",42,1938-12-27
"1938_12_28",59,1938-12-28
"1938_12_29",60,1938-12-29
"1938_12_30",45,1938-12-30
"1938_12_31",38,1938-12-31
"1939_01_01",321,1939-01-01
"1939_01_02",67,1939-01-02
"1939_01_03",46,1939-01-03
"1939_01_04",48,1939-01-04
"1939_01_05",60,1939-01-05
"1939_01_06",54,1939-01-06
"1939_01_07",49,1939-01-07
"1939_01_08",56,1939-01-08
"1939_01_09",53,1939-01-09
"1939_01_10",59,1939-01-10
"1939_01_11",46,1939-01-11
"1939_01_12",47,1939-01-12
"1939_01_13",45,1939-01-13
"1939_01_14",47,1939-01-14
"1939_01_15",68,1939-01-15
"1939_01_16",44,1939-01-16
"1939_01_17",43,1939-01-17
"1939_01_18",42,1939-01-18
"1939_01_19",70,1939-01-19
"1939_01_20",61,1939-01-20
"1939_01_21",37,1939-01-21
"1939_01_22",53,1939-01-22
"1939_01_23",29,1939-01-23
"1939_01_24",34,1939-01-24
"1939_01_25",58,1939-01-25
"1939_01_26",36,1939-01-26
"1939_01_27",42,1939-01-27
"1939_01_28",34,1939-01-28
"1939_01_29",48,1939-01-29
"1939_01_30",45,1939-01-30
"1939_01_31",43,1939-01-31
"1939_02_01",58,1939-02-01
"1939_02_02",116,1939-02-02
"1939_02_03",40,1939-02-03
"1939_02_04",58,1939-02-04
"1939_02_05",52,1939-02-05
"1939_02_06",47,1939-02-06
"1939_02_07",74,1939-02-07
"1939_02_08",40,1939-02-08
"1939_02_09",49,1939-02-09
"1939_02_10",70,1939-02-10
"1939_02_11",50,1939-02-11
"1939_02_12",42,1939-02-12
"1939_02_13",45,1939-02-13
"1939_02_14",46,1939-02-14
"1939_02_15",49,1939-02-15
"1939_02_16",50,1939-02-16
"1939_02_17",37,1939-02-17
"1939_02_18",58,1939-02-18
"1939_02_19",35,1939-02-19
"1939_02_20",45,1939-02-20
"1939_02_21",47,1939-02-21
"1939_02_22",55,1939-02-22
"1939_02_23",41,1939-02-23
"1939_02_24",35,1939-02-24
"1939_02_25",45,1939-02-25
"1939_02_26",39,1939-02-26
"1939_02_27",36,1939-02-27
"1939_02_28",62,1939-02-28
"1939_03_01",50,1939-03-01
"1939_03_02",43,1939-03-02
"1939_03_03",92,1939-03-03
"1939_03_04",74,1939-03-04
"1939_03_05",55,1939-03-05
"1939_03_06",63,1939-03-06
"1939_03_07",40,1939-03-07
"1939_03_08",45,1939-03-08
"1939_03_09",79,1939-03-09
"1939_03_10",81,1939-03-10
"1939_03_11",51,1939-03-11
"1939_03_12",74,1939-03-12
"1939_03_13",48,1939-03-13
"1939_03_14",43,1939-03-14
"1939_03_15",76,1939-03-15
"1939_03_16",53,1939-03-16
"1939_03_17",39,1939-03-17
"1939_03_18",31,1939-03-18
"1939_03_19",49,1939-03-19
"1939_03_20",43,1939-03-20
"1939_03_21",43,1939-03-21
"1939_03_22",31,1939-03-22
"1939_03_23",59,1939-03-23
"1939_03_24",48,1939-03-24
"1939_03_25",52,1939-03-25
"1939_03_26",37,1939-03-26
"1939_03_27",46,1939-03-27
"1939_03_28",39,1939-03-28
"1939_03_29",59,1939-03-29
"1939_03_30",52,1939-03-30
"1939_03_31",31,1939-03-31
"1939_04_01",77,1939-04-01
"1939_04_02",62,1939-04-02
"1939_04_03",59,1939-04-03
"1939_04_04",99,1939-04-04
"1939_04_05",62,1939-04-05
"1939_04_06",59,1939-04-06
"1939_04_07",65,1939-04-07
"1939_04_08",56,1939-04-08
"1939_04_09",44,1939-04-09
"1939_04_10",79,1939-04-10
"1939_04_11",47,1939-04-11
"1939_04_12",59,1939-04-12
"1939_04_13",39,1939-04-13
"1939_04_14",59,1939-04-14
"1939_04_15",55,1939-04-15
"1939_04_16",65,1939-04-16
"1939_04_17",32,1939-04-17
"1939_04_18",54,1939-04-18
"1939_04_19",47,1939-04-19
"1939_04_20",46,1939-04-20
"1939_04_21",46,1939-04-21
"1939_04_22",38,1939-04-22
"1939_04_23",45,1939-04-23
"1939_04_24",55,1939-04-24
"1939_04_25",58,1939-04-25
"1939_04_26",37,1939-04-26
"1939_04_27",41,1939-04-27
"1939_04_28",46,1939-04-28
"1939_04_29",53,1939-04-29
"1939_04_30",45,1939-04-30
"1939_05_01",52,1939-05-01
"1939_05_02",42,1939-05-02
"1939_05_03",49,1939-05-03
"1939_05_04",52,1939-05-04
"1939_05_05",91,1939-05-05
"1939_05_06",57,1939-05-06
"1939_05_07",60,1939-05-07
"1939_05_08",53,1939-05-08
"1939_05_09",48,1939-05-09
"1939_05_10",68,1939-05-10
"1939_05_11",50,1939-05-11
"1939_05_12",50,1939-05-12
"1939_05_13",53,1939-05-13
"1939_05_14",53,1939-05-14
"1939_05_15",71,1939-05-15
"1939_05_16",51,1939-05-16
"1939_05_17",50,1939-05-17
"1939_05_18",50,1939-05-18
"1939_05_19",55,1939-05-19
"1939_05_20",51,1939-05-20
"1939_05_21",38,1939-05-21
"1939_05_22",35,1939-05-22
"1939_05_23",41,1939-05-23
"1939_05_24",46,1939-05-24
"1939_05_25",49,1939-05-25
"1939_05_26",38,1939-05-26
"1939_05_27",50,1939-05-27
"1939_05_28",34,1939-05-28
"1939_05_29",35,1939-05-29
"1939_05_30",35,1939-05-30
"1939_05_31",43,1939-05-31
"1939_06_01",74,1939-06-01
"1939_06_02",53,1939-06-02
"1939_06_03",51,1939-06-03
"1939_06_04",50,1939-06-04
"1939_06_05",57,1939-06-05
"1939_06_06",116,1939-06-06
"1939_06_07",62,1939-06-07
"1939_06_08",55,1939-06-08
"1939_06_09",63,1939-06-09
"1939_06_10",71,1939-06-10
"1939_06_11",55,1939-06-11
"1939_06_12",66,1939-06-12
"1939_06_13",60,1939-06-13
"1939_06_14",72,1939-06-14
"1939_06_15",61,1939-06-15
"1939_06_16",79,1939-06-16
"1939_06_17",58,1939-06-17
"1939_06_18",65,1939-06-18
"1939_06_19",64,1939-06-19
"1939_06_20",63,1939-06-20
"1939_06_21",49,1939-06-21
"1939_06_22",53,1939-06-22
"1939_06_23",46,1939-06-23
"1939_06_24",57,1939-06-24
"1939_06_25",66,1939-06-25
"1939_06_26",62,1939-06-26
"1939_06_27",43,1939-06-27
"1939_06_28",38,1939-06-28
"1939_06_29",45,1939-06-29
"1939_06_30",57,1939-06-30
"1939_07_01",95,1939-07-01
"1939_07_02",45,1939-07-02
"1939_07_03",59,1939-07-03
"1939_07_04",41,1939-07-04
"1939_07_05",53,1939-07-05
"1939_07_06",53,1939-07-06
"1939_07_07",89,1939-07-07
"1939_07_08",48,1939-07-08
"1939_07_09",61,1939-07-09
"1939_07_10",74,1939-07-10
"1939_07_11",44,1939-07-11
"1939_07_12",47,1939-07-12
"1939_07_13",58,1939-07-13
"1939_07_14",56,1939-07-14
"1939_07_15",56,1939-07-15
"1939_07_16",51,1939-07-16
"1939_07_17",66,1939-07-17
"1939_07_18",52,1939-07-18
"1939_07_19",29,1939-07-19
"1939_07_20",43,1939-07-20
"1939_07_21",51,1939-07-21
"1939_07_22",38,1939-07-22
"1939_07_23",43,1939-07-23
"1939_07_24",48,1939-07-24
"1939_07_25",48,1939-07-25
"1939_07_26",40,1939-07-26
"1939_07_27",65,1939-07-27
"1939_07_28",45,1939-07-28
"1939_07_29",46,1939-07-29
"1939_07_30",43,1939-07-30
"1939_07_31",48,1939-07-31
"1939_08_01",56,1939-08-01
"1939_08_02",45,1939-08-02
"1939_08_03",51,1939-08-03
"1939_08_04",48,1939-08-04
"1939_08_05",50,1939-08-05
"1939_08_06",60,1939-08-06
"1939_08_07",59,1939-08-07
"1939_08_08",78,1939-08-08
"1939_08_09",50,1939-08-09
"1939_08_10",59,1939-08-10
"1939_08_11",43,1939-08-11
"1939_08_12",50,1939-08-12
"1939_08_13",54,1939-08-13
"1939_08_14",57,1939-08-14
"1939_08_15",70,1939-08-15
"1939_08_16",64,1939-08-16
"1939_08_17",47,1939-08-17
"1939_08_18",63,1939-08-18
"1939_08_19",54,1939-08-19
